id,Titre comment,Date de repinse,Reponse ou non,Liste peronnes,Nombre d'etoile
377,Lamentable,28 decembre 2022,True,Showroomprive.com,1
378,Les frais de port restent trop cher...,26 decembre 2022,True,Showroomprive.com,1
379,Achat maroquinerie a fuir !,,True,Showroomprive.com,1
380,bien,22 decembre 2022,True,Showroomprive.com,1
381,Deuxieme probleme en 15 jours!!,,True,Showroomprive.com,1
382,Non conforme a mes attentes,26 decembre 2022,True,Showroomprive.com,2
383,La livraison,22 decembre 2022,True,Showroomprive.com,1
384,Mon colis n'a pas ete depose dans le bon relais,26 decembre 2022,True,Showroomprive.com,2
385,J'ai commande un pantalon sport en cuir...,,True,Showroomprive.com,1
386,Produit de tres mauvaise qualite,21 decembre 2022,True,Showroomprive.com,1
387,"A eviter, perte de temps",,True,Showroomprive.com,1
388,Il me manque un article dont j'avais...,28 decembre 2022,True,Showroomprive.com,2
389,A fuir,,True,Showroomprive.com,1
390,Une catastrophe,,True,Showroomprive.com,1
391,"mauvaise experience shoroomprivee,com",12 decembre 2022,True,Showroomprive.com,1
392,Deception totale,27 decembre 2022,True,Showroomprive.com,1
393,Tres decu sur deux de mes derniers...,16 decembre 2022,True,Showroomprive.com,2
394,j ai commande une paire de chaussures...,,True,Showroomprive.com,1
395,Ne commandez pas de voyage,,True,Showroomprive.com,1
396,Bonjour colis arrivee avec plus de 8...,24 decembre 2022,True,Showroomprive.com,2
397,Je n ai toujours pas recu mon sac qui...,27 decembre 2022,True,Showroomprive.com,1
398,J'ai retire l'application de mon...,,True,Showroomprive.com,1
399,Le tissu de la housse de couette est de...,26 decembre 2022,True,Showroomprive.com,1
400,Meuble recu de pietre qualite.,26 decembre 2022,True,Showroomprive.com,1
401,J ai recu livraison de bougies une...,01 decembre 2022,True,Showroomprive.com,1
402,Service client deplorable,,True,Showroomprive.com,1
403,J avais commander une sculpture pop art...,,True,Showroomprive.com,1
404,La bougie a couler et la boite de la...,26 decembre 2022,True,Showroomprive.com,1
405,Le paquet etait defectueux et les...,22 decembre 2022,True,Showroomprive.com,1
406,Joyeux noel!,21 decembre 2022,True,Showroomprive.com,1
407,Mecontent,22 decembre 2022,True,Showroomprive.com,1
408,Livraison prevue le 17/12,24 decembre 2022,True,Showroomprive.com,2
409,Ils sont incapables de gerer les stocks...,23 decembre 2022,True,Showroomprive.com,1
410,retours a votre charge,25 decembre 2022,True,Showroomprive.com,2
411,Bonsoir,22 decembre 2022,True,Showroomprive.com,1
412,Date de commande retardee,23 decembre 2022,True,Showroomprive.com,2
413,Service clients nul,24 decembre 2022,True,Showroomprive.com,1
414,Deception,23 decembre 2022,True,Showroomprive.com,1
415,Objet endommage,19 decembre 2022,True,Showroomprive.com,1
416,Les plantes sont arrivees dans un etat...,20 decembre 2022,True,Showroomprive.com,1
417,Une commande Curver retounee depuis...,23 decembre 2022,True,Showroomprive.com,1
418,L'article (doudoune Canadian peak) est...,23 decembre 2022,True,Showroomprive.com,1
419,Je n ai jamais recu ma commande.,25 decembre 2022,True,Showroomprive.com,1
420,Un antivol laisse sur un pyjama...,18 novembre 2022,True,Showroomprive.com,2
421,Tous les articles ne sont pas livres,23 decembre 2022,True,Showroomprive.com,2
422,Decue,25 decembre 2022,True,Showroomprive.com,1
423,Modele envoyer ne correspond a celui commande,,True,Showroomprive.com,1
424,Pour des bijoux en argent,25 decembre 2022,True,Showroomprive.com,2
425,arnaque showroomprive,,True,Showroomprive.com,1
426,Manque d explication,20 decembre 2022,True,Showroomprive.com,2
427,manque une partie de la commande prevue...,22 decembre 2022,True,Showroomprive.com,1
428,Commande recu sans les articles,22 decembre 2022,True,Showroomprive.com,1
429,Colis abime,22 decembre 2022,True,Showroomprive.com,1
430,Mauvaise qualite,22 decembre 2022,True,Showroomprive.com,1
431,Il manquait l'article pour lequel...,21 decembre 2022,True,Showroomprive.com,1
432,Je n'ai jamais recu ma commande,24 decembre 2022,True,Showroomprive.com,1
433,Le bijou est casse,21 decembre 2022,True,Showroomprive.com,1
434,Il manque un article dans le colis......,23 decembre 2022,True,Showroomprive.com,1
435,Deception,14 decembre 2022,True,Showroomprive.com,1
436,La livraison ne s'est faite au point...,22 decembre 2022,True,Showroomprive.com,2
437,Livraison hors zone,19 decembre 2022,True,Showroomprive.com,2
438,Livraison promise pour le 22 decembre,23 decembre 2022,True,Showroomprive.com,1
439,"Livraison prevu pour le 24 decembre,au...",23 decembre 2022,True,Showroomprive.com,1
440,Toujours des problemes de livraison ou...,19 decembre 2022,True,Showroomprive.com,2
441,Mauvaise surprise,23 decembre 2022,True,Showroomprive.com,1
442,Cordon acheter le jour meme et le...,16 decembre 2022,True,Showroomprive.com,1
443,Produits ouverts !,22 decembre 2022,True,Showroomprive.com,2
444,Photos sur le site,18 decembre 2022,True,Showroomprive.com,1
445,La taille M est plutot une taille S,21 decembre 2022,True,Showroomprive.com,1
446,L'un des articles est casse,19 decembre 2022,True,Showroomprive.com,2
447,Tres decue de la reception de mon...,17 decembre 2022,True,Showroomprive.com,1
448,Catastrophique,,True,Showroomprive.com,1
449,J ai ete prelevee de frais de livraison...,23 decembre 2022,True,Showroomprive.com,1
450,erreur de livraison en point retrait,19 decembre 2022,True,Showroomprive.com,1
451,Livraison promise le 13 decembre,23 decembre 2022,True,Showroomprive.com,1
452,Ou est mon colis???!,23 decembre 2022,True,Showroomprive.com,1
453,Commande non aboutie entierement,22 decembre 2022,True,Showroomprive.com,2
454,Tout est faux,,True,Showroomprive.com,1
455,On se moque des clients !!!,,True,Showroomprive.com,1
456,Lorsque j'ai ete chercher ma commande...,20 decembre 2022,True,Showroomprive.com,1
457,Commande soleil d'ocre plus que decevante,20 decembre 2022,True,Showroomprive.com,1
458,Boucle d'oreille arrivee cassee ,20 decembre 2022,True,Showroomprive.com,1
459,Totalement insatisfait,19 decembre 2022,True,Showroomprive.com,1
460,Site peut fiable,,True,Showroomprive.com,1
461,Commande non livre,21 decembre 2022,True,Showroomprive.com,1
462,Sejour center parc,,True,Showroomprive.com,1
463,Dommage la fermeture (le zip) de la...,21 decembre 2022,True,Showroomprive.com,1
464,Decevant,19 decembre 2022,True,Showroomprive.com,1
465,Il a fallu que je demande a Showroom...,21 decembre 2022,True,Showroomprive.com,2
466,Commande incomplete une nouvelle fois...,21 decembre 2022,True,Showroomprive.com,1
467,Accesoire casse a la reception,19 decembre 2022,True,Showroomprive.com,2
468,Produit non conforme a mon attente,19 decembre 2022,True,Showroomprive.com,1
469,J'ai commande deux articles allure,19 decembre 2022,True,Showroomprive.com,1
470,RESIDENCE SOWELL DE TROUVILLE SUR MER - PEUT MIEUX FAIRE....,19 decembre 2022,True,Showroomprive.com,1
471,Soucis de livraison,09 decembre 2022,True,Showroomprive.com,2
472,Meuble tele,19 decembre 2022,True,Showroomprive.com,1
473,Si j avais pu mettre moins qu une...,,True,Showroomprive.com,1
474,Taille trop petit,21 decembre 2022,True,Showroomprive.com,1
475,L'arnaque INFINITY,19 decembre 2022,True,Showroomprive.com,2
476,Sur 3 produits commandes 2 n ont pas...,09 novembre 2022,True,Showroomprive.com,1
477,Franchement mauvaise experience,01 decembre 2022,True,Showroomprive.com,1
478,Commande arrivee incomplete...,19 decembre 2022,True,Showroomprive.com,1
479,Colis depose dans le mauvais relais,19 decembre 2022,True,Showroomprive.com,1
480,N'ont pas ce qu'ils vendent,,True,Showroomprive.com,1
481,Annulation de commande,17 decembre 2022,True,Showroomprive.com,1
482,Je n ai pas ete prevenu que mon colis...,21 decembre 2022,True,Showroomprive.com,2
483,une petite fille sans cadeau grace a vous,,True,Showroomprive.com,1
484,Scandaleux,,True,Showroomprive.com,1
485,MERITE 0 ETOILE !!!! ,,True,Showroomprive.com,1
486,Mauvaise experience,20 decembre 2022,True,Showroomprive.com,1
487,Tres mal,,True,Showroomprive.com,1
488,Pas tres honnete,,True,Showroomprive.com,1
489,une Apple Watch,13 decembre 2022,True,Showroomprive.com,2
490,Vraiment nul,,True,Showroomprive.com,1
491,Le colis a ete livre dans la boite aux...,17 decembre 2022,True,Showroomprive.com,1
492,Produits intacts,16 decembre 2022,True,Showroomprive.com,2
493,Vente de contrefacon Mauboussin,,True,Showroomprive.com,1
494,absence de reponse / bijoux,,True,Showroomprive.com,1
495,J'ai commande un coffret Arganicare le...,,True,Showroomprive.com,1
496,Un des articles lampe berger est arrive...,15 decembre 2022,True,Showroomprive.com,1
497,Meuble TV,19 decembre 2022,True,Showroomprive.com,2
