,Titre comment,Date de réponse,Reponse ou non,Liste peronnes,Nombre d'étoile
671,Déçue,09 décembre 2022,True,Showroomprive.com,1
672,Très déçu de toutes les bougies,02 décembre 2022,True,Showroomprive.com,1
673,Je n’ai pas reçu mon colis,10 décembre 2022,True,Showroomprive.com,1
674,Mécontente,05 décembre 2022,True,Showroomprive.com,1
675,Commande incomplète,09 décembre 2022,True,Showroomprive.com,2
676,Très mauvais SAV contacte 2 fois suite…,30 novembre 2022,True,Showroomprive.com,1
677,Bonjour,06 décembre 2022,True,Showroomprive.com,1
678,Achat bijoux,07 décembre 2022,True,Showroomprive.com,1
679,déçue,05 décembre 2022,True,Showroomprive.com,2
680,Des produits ne correspondaient pas aux…,07 décembre 2022,True,Showroomprive.com,2
681,boite abimer j'ai fait une réclamation…,09 décembre 2022,True,Showroomprive.com,2
682,Les bracelets reçus sont trop petits,09 décembre 2022,True,Showroomprive.com,1
683,Protection vélo spiderman cassée,09 décembre 2022,True,Showroomprive.com,1
684,J’ai reçu un téléphone que j’ai…,09 décembre 2022,True,Showroomprive.com,1
685,Très mécontente d'une commande auprès…,09 décembre 2022,True,Showroomprive.com,1
686,Service client inexistant...,09 décembre 2022,True,Showroomprive.com,1
687,Retour payant !!,02 décembre 2022,True,Showroomprive.com,1
688,Articles manquants,09 décembre 2022,True,Showroomprive.com,2
689,Achat de 2 pergolas tramonto avec gros…,08 décembre 2022,True,Showroomprive.com,1
690,Déception,06 décembre 2022,True,Showroomprive.com,2
691,J’ai retourné un pull qui ne…,08 décembre 2022,True,Showroomprive.com,2
692,Impossible de suivre le colis qui…,25 novembre 2022,True,Showroomprive.com,1
693,Commande de bijoux pour Noël non reçue…,28 novembre 2022,True,Showroomprive.com,1
694,j ai commandé des produits Karl…,05 décembre 2022,True,Showroomprive.com,2
695,Emballage des 3 colis sur 4 déchiquetés…,03 décembre 2022,True,Showroomprive.com,1
696,Pas contente,07 décembre 2022,True,Showroomprive.com,1
697,Piètre qualité,01 décembre 2022,True,Showroomprive.com,2
698,Perte de temps et d’argent,07 décembre 2022,True,Showroomprive.com,1
699,Rien à dire sur la livraison mais tous…,07 décembre 2022,True,Showroomprive.com,2
700,Showrooprivé devrait faire plus…,06 décembre 2022,True,Showroomprive.com,2
701,Il y a une dégradation au niveau des…,07 décembre 2022,True,Showroomprive.com,1
702,Photos trompeuses,07 décembre 2022,True,Showroomprive.com,1
703,L’emballage de mon colis n’était qu’un…,03 décembre 2022,True,Showroomprive.com,1
704,"Quand rien ne va, rien ne va…",02 décembre 2022,True,Showroomprive.com,1
705,"2 commandes, 2 énormes déceptions !",07 décembre 2022,True,Showroomprive.com,1
706,Le point de livraison a été changé sans…,03 décembre 2022,True,Showroomprive.com,2
707,produit cassé,07 décembre 2022,True,Showroomprive.com,2
708,J'ai commandé sur la vente privée…,02 décembre 2022,True,Showroomprive.com,1
709,Achat bijoux de très petite taille non mentionné dans la description,01 décembre 2022,True,Showroomprive.com,1
710,Première et dernière fois,07 décembre 2022,True,Showroomprive.com,2
711,Showroom= ANARQUE,07 décembre 2022,True,Showroomprive.com,1
712,J'ai régulièrement commandé sur ce site…,01 décembre 2022,True,Showroomprive.com,1
713,Article arrivé tâché (chocolat et…,05 décembre 2022,True,Showroomprive.com,1
714,Souvent commandé chez showroom en…,02 novembre 2022,True,Showroomprive.com,1
715,Un des articles reçu ne correspond pas…,29 novembre 2022,True,Showroomprive.com,1
716,Un SAV qui pourrait faire mieux…,07 novembre 2022,True,Showroomprive.com,2
717,J'ai téléphoné au service showroom pour…,05 décembre 2022,True,Showroomprive.com,1
718,Je n ai pas reçu de commande et je n ai…,29 novembre 2022,True,Showroomprive.com,1
719,Bonjour,24 novembre 2022,True,Showroomprive.com,2
720,1 mois pour recevoir ma commande dont…,03 décembre 2022,True,Showroomprive.com,2
721,SITE VOLEUR INCOMPÉTENT,18 novembre 2022,True,Showroomprive.com,1
722,Produit reçu n’est pas celui commandé,18 novembre 2022,True,Showroomprive.com,1
723,Pas intégralement remboursé !,02 novembre 2022,True,Showroomprive.com,1
724,Tellement déçue de la dernière commande…,05 décembre 2022,True,Showroomprive.com,1
725,Non conformité de la commande,05 décembre 2022,True,Showroomprive.com,1
726,Qualité des produits très décevante,03 décembre 2022,True,Showroomprive.com,2
727,Le carton et le contenu en verre…,02 décembre 2022,True,Showroomprive.com,1
728,J’ai failli ne pas recevoir mon…,02 décembre 2022,True,Showroomprive.com,1
729,Showroomprive,23 novembre 2022,True,Showroomprive.com,1
730,Produit décevant par rapport à l'image…,04 décembre 2022,True,Showroomprive.com,2
731,Colis arrivé en retard et au bout de 4…,04 décembre 2022,True,Showroomprive.com,1
732,Commande décevante,02 décembre 2022,True,Showroomprive.com,1
733,prix indicatif largement surévalué,01 décembre 2022,True,Showroomprive.com,1
734,Le meuble est de mauvaise qualité et il…,03 décembre 2022,True,Showroomprive.com,1
735,La boîte contenant les boucles…,02 décembre 2022,True,Showroomprive.com,2
736,Très joli chaussons bien chauds mais…,03 décembre 2022,True,Showroomprive.com,2
737,Produit non conforme à la commande et à…,06 novembre 2022,True,Showroomprive.com,1
738,j'ai fait une commande le 25/11 dans…,25 novembre 2022,True,Showroomprive.com,2
739,Déçu,16 novembre 2022,True,Showroomprive.com,1
740,Livraison différentes de la commande,27 novembre 2022,True,Showroomprive.com,1
741,Changement du relais de livraison et…,01 décembre 2022,True,Showroomprive.com,2
742,Catastrophe!!!,03 décembre 2022,True,Showroomprive.com,1
743,Boules de pétanques,04 décembre 2022,True,Showroomprive.com,2
744,La couleur n est pas la bonne,01 décembre 2022,True,Showroomprive.com,1
745,C'est des bijoux bas de gamme..,01 décembre 2022,True,Showroomprive.com,1
746,Livraison et service client catastrophique,14 novembre 2022,True,Showroomprive.com,1
747,Déçu,18 novembre 2022,True,Showroomprive.com,2
748,Encore une fois malheureusement comme l…,03 décembre 2022,True,Showroomprive.com,2
749,Mon colis est arrivé a moitié après de…,03 décembre 2022,True,Showroomprive.com,1
750,Photo mensongère,03 décembre 2022,True,Showroomprive.com,1
751,Blister de la figurine abîmé,03 décembre 2022,True,Showroomprive.com,1
752,Déçue par la commande,03 décembre 2022,True,Showroomprive.com,2
753,La montre ne fonctionne pas…,01 décembre 2022,True,Showroomprive.com,1
754,Déçue,26 novembre 2022,True,Showroomprive.com,2
755,Commande non reçue,03 décembre 2022,True,Showroomprive.com,1
756,Emballage endommagé donc produit cabossé,27 novembre 2022,True,Showroomprive.com,2
757,Commande numéro 268 927 909,09 novembre 2022,True,Showroomprive.com,1
758,Produit reçu non conforme,24 novembre 2022,True,Showroomprive.com,1
759,Très décue,02 décembre 2022,True,Showroomprive.com,1
760,Vente mensongères,15 novembre 2022,True,Showroomprive.com,1
761,pas recu mon colis au point relais que j ai demander,01 décembre 2022,True,Showroomprive.com,2
762,Dommage article pas cher mais qui ne taille pas du tout correctement,30 novembre 2022,True,Showroomprive.com,2
763,Commande reçue en retard par rapport…,24 novembre 2022,True,Showroomprive.com,2
764,Mon bon de réduction n à pas été…,30 novembre 2022,True,Showroomprive.com,2
765,Une partie de ma commande a été annulée,30 novembre 2022,True,Showroomprive.com,1
766,Vente privée Cool club,02 décembre 2022,True,Showroomprive.com,2
767,LA HONTE ! Je mets 0 à cette enseigne,02 décembre 2022,True,Showroomprive.com,1
768,Il était très mal indiqué quesi l'on…,30 novembre 2022,True,Showroomprive.com,1
769,Ma commande n'est tjs pas livrée,01 décembre 2022,True,Showroomprive.com,1
770,Produit juste mi dans un sachet…,01 décembre 2022,True,Showroomprive.com,1
771,Livraison trop longue,29 novembre 2022,True,Showroomprive.com,2
772,Délai long et commande non honorée en totalité …,01 décembre 2022,True,Showroomprive.com,1
773,Le colis a été livré loin de chez moi,29 novembre 2022,True,Showroomprive.com,2
774,Colis détériorer,25 novembre 2022,True,Showroomprive.com,1
775,Pas foufou...,25 novembre 2022,True,Showroomprive.com,2
776,J'ai passé commande de deux boxer…,26 octobre 2022,True,Showroomprive.com,1
777,Commande non reçue dans les temps…,01 décembre 2022,True,Showroomprive.com,1
778,Des points de livraison qui changent au bénéfice du livreur mais pas des clients,01 décembre 2022,True,Showroomprive.com,2
779,J’ai commandé soit disant ma taille…,20 novembre 2022,True,Showroomprive.com,1
780,Le colis n'était pas complet,28 novembre 2022,True,Showroomprive.com,2
781,Retard au niveau de la livraison,28 novembre 2022,True,Showroomprive.com,2
782,Annulations à repetition,23 novembre 2022,True,Showroomprive.com,1
783,État du téléphone reconditionné Grade…,29 novembre 2022,True,Showroomprive.com,1
784,Commande pas complète,23 novembre 2022,True,Showroomprive.com,1
785,Commande passée le 04/11/2022,30 novembre 2022,True,Showroomprive.com,1
786,Déception et colère,28 novembre 2022,True,Showroomprive.com,2
787,Je suis plutôt mécontente car je n'ai…,15 novembre 2022,True,Showroomprive.com,1
788,Très déçue a tous les niveaux,20 octobre 2022,True,Showroomprive.com,1
789,Problème technique car sur appli…,20 novembre 2022,True,Showroomprive.com,1
790,Commande d'un shampoing l' Oréal 1L et…,30 novembre 2022,True,Showroomprive.com,2
791,Un article ne correspondait pas du tout…,28 novembre 2022,True,Showroomprive.com,2
792,Colis perdu,28 novembre 2022,True,Showroomprive.com,1
793,Le délai de livraison rapide n’a pas…,30 novembre 2022,True,Showroomprive.com,2
794,Site bof,28 novembre 2022,True,Showroomprive.com,1
795,Il manquait un article à la commande ce…,28 novembre 2022,True,Showroomprive.com,1
796,Colis entier envoyé,28 novembre 2022,True,Showroomprive.com,2
797,mauvais,02 novembre 2022,True,Showroomprive.com,1
798,Erreur de LEUR part et tu doit courir après eux ...,28 novembre 2022,True,Showroomprive.com,2
799,NE PAS COMMANDER CHEZ BIOTYFULLBOX VIA SHOWROOM,30 novembre 2022,True,Showroomprive.com,2
800,Colis ouvert jeter dans mon jardin…,22 novembre 2022,True,Showroomprive.com,1
801,Frais de port et Frais de Retour A NOTRE CHARGE,30 novembre 2022,True,Showroomprive.com,1
802,Prix d'origine surévalué Vente produits nuxe avec prix d'origine…,30 novembre 2022,True,Showroomprive.com,1
803,mauvaise qualité,25 octobre 2022,True,Showroomprive.com,1
804,Très déçue,26 novembre 2022,True,Showroomprive.com,1
805,Le colis est arrivé en très mauvais…,22 novembre 2022,True,Showroomprive.com,1
806,"Du vol, tout simplement !",21 novembre 2022,True,Showroomprive.com,1
807,Bottines est déchire de la première…,26 novembre 2022,True,Showroomprive.com,1
808,Commande endommagé,01 novembre 2022,True,Showroomprive.com,1
809,un des article que j'ai commandé ne…,23 novembre 2022,True,Showroomprive.com,1
810,Transport pas fiable,25 novembre 2022,True,Showroomprive.com,2
811,Délai de livraison trop long,26 novembre 2022,True,Showroomprive.com,2
812,Vendent plus d'articles qu'ils n'en ont…,28 novembre 2022,True,Showroomprive.com,2
813,Article manquant et article endommagé,25 novembre 2022,True,Showroomprive.com,1
814,Emballer les paquets !!!!!!!!!!!,26 novembre 2022,True,Showroomprive.com,1
815,Le contenu de la commande ainsi que le…,28 novembre 2022,True,Showroomprive.com,1
816,Emballage produit trop basique,26 novembre 2022,True,Showroomprive.com,2
817,Délai trop long,26 novembre 2022,True,Showroomprive.com,1
818,Malheureusement j'ai eu un défaut sur…,10 novembre 2022,True,Showroomprive.com,1
819,Ce sont des voleurs,28 novembre 2022,True,Showroomprive.com,1
820,Livraisons aléatoires,18 novembre 2022,True,Showroomprive.com,1
821,Retour,24 novembre 2022,True,Showroomprive.com,1
822,Envoi rapide et soigné mais ne fonctionne pas,23 novembre 2022,True,Showroomprive.com,2
823,Je regrette de recevoir les articles…,28 novembre 2022,True,Showroomprive.com,2
824,Une partie de la commande a été…,25 novembre 2022,True,Showroomprive.com,2
825,Quelle est la commande concernée par ce…,28 novembre 2022,True,Showroomprive.com,1
826,J'ai commandé une doudoune Helvetica…,07 novembre 2022,True,Showroomprive.com,1
827,Les 2 tablettes de chocolat étaient…,26 novembre 2022,True,Showroomprive.com,1
828,12 euros de frais de port ...qui dit mieux ?,26 novembre 2022,True,Showroomprive.com,1
829,Commande incomplète manque 1 paire de…,25 novembre 2022,True,Showroomprive.com,1
830,Batterie téléphone reconditionné défectueuse,25 novembre 2022,True,Showroomprive.com,1
831,Ce n' est pas envers showroom privé que…,27 novembre 2022,True,Showroomprive.com,2
832,La livraison devait avoir lieu le 17…,27 novembre 2022,True,Showroomprive.com,2
833,Retard et rupture,14 novembre 2022,True,Showroomprive.com,1
834,Je n'ai pas reçu l'article commandé ..,24 novembre 2022,True,Showroomprive.com,2
835,Déçu,25 novembre 2022,True,Showroomprive.com,1
836,lieu De livraison,26 novembre 2022,True,Showroomprive.com,1
837,Pas de protection pour l'expédition,24 novembre 2022,True,Showroomprive.com,2
838,Commande arrivée 2 semaines après la…,24 novembre 2022,True,Showroomprive.com,1
839,Robe non reçue alors qu elle est encore…,26 novembre 2022,True,Showroomprive.com,2
840,Pas sure de la marchandise que j’ai acheté,23 novembre 2022,True,Showroomprive.com,2
841,Photos retouchées,24 novembre 2022,True,Showroomprive.com,1
842,Lors de la réception de mon colis un…,24 novembre 2022,True,Showroomprive.com,2
843,Ma commande devait être livré le 21…,11 novembre 2022,True,Showroomprive.com,1
844,Ancienne cliente et pourtant…,26 novembre 2022,True,Showroomprive.com,1
845,J'ai commandée une tele le 2 novembre,26 novembre 2022,True,Showroomprive.com,1
846,"Le produit n'est pas dans mes attentes,",22 novembre 2022,True,Showroomprive.com,2
847,J’ai commandé deux carnets et…,22 novembre 2022,True,Showroomprive.com,2
848,Cliente depuis de nombreuses année et de plus en plus déçue,14 novembre 2022,True,Showroomprive.com,2
849,Très déçue de la commande.,19 novembre 2022,True,Showroomprive.com,1
850,Je suis une cliente de shoowprivée,25 novembre 2022,True,Showroomprive.com,1
851,Du grand n’importe quoi !!!!,24 novembre 2022,True,Showroomprive.com,1
852,Colis reçu avec la moitié des pièces…,17 novembre 2022,True,Showroomprive.com,1
853,Colis endommagé,24 novembre 2022,True,Showroomprive.com,1
854,j'étais déçu par le produit,23 novembre 2022,True,Showroomprive.com,1
855,Tout à été de travers que ce soit de…,29 octobre 2022,True,Showroomprive.com,1
856,Commande expédiée avec beaucoup de retard énormément je trouve …,23 novembre 2022,True,Showroomprive.com,1
857,Désolant,24 novembre 2022,True,Showroomprive.com,1
858,Une commande à plus de 90 annulées,24 novembre 2022,True,Showroomprive.com,1
859,"Mon colis est reparti chez vous,le 23/11/2022",23 novembre 2022,True,Showroomprive.com,2
860,Chaussure reçue abîmée,22 novembre 2022,True,Showroomprive.com,1
861,Mauvaise taille,23 novembre 2022,True,Showroomprive.com,1
862,Très lent et impossible de faire des changement,17 novembre 2022,True,Showroomprive.com,1
863,Ce site est à fuir ce sont des…,16 novembre 2022,True,Showroomprive.com,1
864,Fuyez,23 novembre 2022,True,Showroomprive.com,1
865,Produits defectueux non remboursé,24 octobre 2022,True,Showroomprive.com,1
866,Recevoir un boxer à la place d'un…,19 novembre 2022,True,Showroomprive.com,2
867,Je donne une étoile mais ce serait…,22 novembre 2022,True,Showroomprive.com,1
868,Remboursement incomplet,27 septembre 2022,True,Showroomprive.com,1
869,plus d'un mois pour recevoir une…,19 novembre 2022,True,Showroomprive.com,1
870,Bizaare ce site .,22 novembre 2022,True,Showroomprive.com,1
871,La première et la dernière fois que je…,18 novembre 2022,True,Showroomprive.com,1
872,C'est cette plateforme est à éviter…,22 novembre 2022,True,Showroomprive.com,1
873,J ai commandé un iphone,22 novembre 2022,True,Showroomprive.com,1
874,Qualité moyenne,18 novembre 2022,True,Showroomprive.com,2
875,Très déçue du service clients,21 novembre 2022,True,Showroomprive.com,1
876,De la préparation à la livraison rien n'a été,19 novembre 2022,True,Showroomprive.com,1
877,J ai commande un survetement Nike…,21 novembre 2022,True,Showroomprive.com,1
878,Plus jamais …,18 novembre 2022,True,Showroomprive.com,1
879,Mauvais emballage,15 novembre 2022,True,Showroomprive.com,1
880,La livraison,01 novembre 2022,True,Showroomprive.com,1
881,Retard de livraison,18 novembre 2022,True,Showroomprive.com,2
882,Retard de livraison et mauvais article…,18 novembre 2022,True,Showroomprive.com,1
883,Livraison trop longue,07 novembre 2022,True,Showroomprive.com,2
884,J'ai commandé le 19 octobre un…,19 octobre 2022,True,Showroomprive.com,1
885,J'ai acheté un bracelet connecté bracelet connecté…,17 novembre 2022,True,Showroomprive.com,1
886,Jolie commande mais livraison prevu le…,12 novembre 2022,True,Showroomprive.com,2
887,les retour de produits,19 novembre 2022,True,Showroomprive.com,1
888,Défaut produit,17 novembre 2022,True,Showroomprive.com,1
889,J'attends depuis 1 mois suite achat…,14 octobre 2022,True,Showroomprive.com,1
890,Chaises impossible à monter en raison…,15 novembre 2022,True,Showroomprive.com,1
891,La photo ne correspond pas au bracelet…,17 novembre 2022,True,Showroomprive.com,1
892,2 ustensiles étaient cassés,19 novembre 2022,True,Showroomprive.com,1
893,Date de livraison garantie non…,11 novembre 2022,True,Showroomprive.com,1
894,Très déçu par la matière du pyjama,01 novembre 2022,True,Showroomprive.com,2
895,Première j’ai eu du retard sur la…,17 novembre 2022,True,Showroomprive.com,1
896,Produits non conformes à la description.,16 novembre 2022,True,Showroomprive.com,1
897,Colis incomplets !,16 novembre 2022,True,Showroomprive.com,1
898,Je ne recommande pas du tout cette…,17 novembre 2022,True,Showroomprive.com,1
899,La couleur des chaussettes ne…,15 novembre 2022,True,Showroomprive.com,1
900,Showroomprive 5€ pour 25€ de bon d’achat,17 novembre 2022,True,Showroomprive.com,1
901,J'ai commander des article quand j'ai…,18 novembre 2022,True,Showroomprive.com,1
902,2 commandes passées et 2 déceptions !!,14 novembre 2022,True,Showroomprive.com,1
903,A chaque fois que je fais une commande…,14 octobre 2022,True,Showroomprive.com,1
904,J’ai commandé pour 110€ de thé PALAIS…,16 novembre 2022,True,Showroomprive.com,1
905,Paire de bottine FAUSSE TAILLE !,15 novembre 2022,True,Showroomprive.com,1
906,Je n'ai jamais reçu ma commande car il…,18 mai 2022,True,Showroomprive.com,1
907,"Livraison longue, meuble avec des coups !",14 novembre 2022,True,Showroomprive.com,2
908,Il n'y a jamais rien de respecté,17 novembre 2022,True,Showroomprive.com,1
909,Je n'ai pas de nouvelles de ma…,17 novembre 2022,True,Showroomprive.com,1
910,Mécontente de la livraison,10 novembre 2022,True,Showroomprive.com,2
911,"Bonjour, produits livrés écrasés",16 novembre 2022,True,Showroomprive.com,2
912,J'ai commandé 3 articles reçu 1 sur 3…,15 novembre 2022,True,Showroomprive.com,1
913,Achat d’une montre défectueuse et toujours os de nouvelle depuis juin dernier,23 juin 2022,True,Showroomprive.com,1
914,Délais de livraison trop longs,14 novembre 2022,True,Showroomprive.com,2
915,une catastrophe,04 novembre 2022,True,Showroomprive.com,1
916,Frais de retour élevé à notre charge,15 novembre 2022,True,Showroomprive.com,2
917,Déçue par les différences,12 novembre 2022,True,Showroomprive.com,2
918,Commande non conforme,15 novembre 2022,True,Showroomprive.com,1
919,Tous les produits n'ont pas été livrés,15 novembre 2022,True,Showroomprive.com,2
920,Arnaque,16 novembre 2022,True,Showroomprive.com,1
921,Le produit n'est pas conforme au…,14 novembre 2022,True,Showroomprive.com,1
922,Je déconseille une vrais arnaque,14 novembre 2022,True,Showroomprive.com,1
923,Colis ouvert,16 novembre 2022,True,Showroomprive.com,2
924,Tineco Je n’achète jamais appareil sur…,16 novembre 2022,True,Showroomprive.com,1
925,Déplorable,16 novembre 2022,True,Showroomprive.com,1
926,La gestion des retours est…,16 novembre 2022,True,Showroomprive.com,1
927,Délais long et frais de port payant,18 août 2022,True,Showroomprive.com,2
928,Bonjour,05 août 2022,True,Showroomprive.com,1
929,Un article était endommagé.,09 novembre 2022,True,Showroomprive.com,1
930,Changement du point relais plus loin…,15 novembre 2022,True,Showroomprive.com,2
931,Très déçue …,14 novembre 2022,True,Showroomprive.com,1
932,FUYEZ !,14 novembre 2022,True,Showroomprive.com,1
933,Avis sur ce site,14 novembre 2022,True,Showroomprive.com,1
934,Montre,12 novembre 2022,True,Showroomprive.com,1
935,Mauvaise qualité des articles,11 novembre 2022,True,Showroomprive.com,1
936,Le colis est arrivé extrêmement…,12 novembre 2022,True,Showroomprive.com,1
937,manque le bracelet,12 novembre 2022,True,Showroomprive.com,1
938,J'ai commandé des bougies…,12 novembre 2022,True,Showroomprive.com,1
939,Aucun suivie de commande.,07 novembre 2022,True,Showroomprive.com,1
940,J ai reçu un des deux produits…,12 novembre 2022,True,Showroomprive.com,2
941,Produit défectueux tout coulais dans le…,12 novembre 2022,True,Showroomprive.com,1
942,J ai été très déçu car après commande non honorée avoir eu…,27 octobre 2022,True,Showroomprive.com,1
943,Expérience décevante,12 novembre 2022,True,Showroomprive.com,1
944,commande validée le 29 oct,29 octobre 2022,True,Showroomprive.com,1
945,J’ai passé 2 commandes sur le site,21 octobre 2022,True,Showroomprive.com,1
946,Insatisfaction,11 novembre 2022,True,Showroomprive.com,1
947,Ce site est une pure arnaque !!!!!!,14 septembre 2022,True,Showroomprive.com,1
948,Déçu de la vente Côme,30 octobre 2022,True,Showroomprive.com,2
949,Commande incomplète …,10 novembre 2022,True,Showroomprive.com,1
950,Attention ⚠️ ⚠️ ⚠️ à fuire j'étais un…,14 octobre 2022,True,Showroomprive.com,1
951,Erreur de taille dommage,10 novembre 2022,True,Showroomprive.com,1
952,Catastrophique,10 novembre 2022,True,Showroomprive.com,1
953,Fonds de teint reçus explosés.,10 novembre 2022,True,Showroomprive.com,1
954,Site moyennement réactif,10 novembre 2022,True,Showroomprive.com,2
955,Une brique de chocolat chaud c’est…,10 novembre 2022,True,Showroomprive.com,1
956,Je suis déçue de l'article acheté,12 novembre 2022,True,Showroomprive.com,2
957,On attend des remboursements produits…,10 novembre 2022,True,Showroomprive.com,1
958,Achat effectuée une culotte une…,12 novembre 2022,True,Showroomprive.com,1
959,J’ai reçu mon colis vide et eventré,10 novembre 2022,True,Showroomprive.com,1
960,Médiocre,06 août 2022,True,Showroomprive.com,1
961,Pas satisfaite,12 novembre 2022,True,Showroomprive.com,1
962,Meuble bas de gamme... Soupçons de contrefaçon,07 novembre 2022,True,Showroomprive.com,2
963,JE SUIS HYPER DECUE JAI COMMANDE UN…,07 novembre 2022,True,Showroomprive.com,1
964,Commande non respectée,04 novembre 2022,True,Showroomprive.com,2
965,Mitigé,28 octobre 2022,True,Showroomprive.com,2
966,Commande annulée au bout d'un mois et demi d'attente,10 novembre 2022,True,Showroomprive.com,1
967,Chaussure polo,10 novembre 2022,True,Showroomprive.com,1
968,Je n'ai jamais été livrée,28 octobre 2022,True,Showroomprive.com,1
969,Site a fuir ont m'a voler ma…,07 octobre 2022,True,Showroomprive.com,1
970,impossible annuler commande passée 2…,11 novembre 2022,True,Showroomprive.com,1
971,Pour une commande Puma que j'ai passé,10 novembre 2022,True,Showroomprive.com,1
972,Déçu du produit reçu,07 novembre 2022,True,Showroomprive.com,2
973,Lamentable,10 novembre 2022,True,Showroomprive.com,1
974,Ce n'est pas directement le site…,09 novembre 2022,True,Showroomprive.com,2
975,Commande reçue avec un produit manquant…,08 novembre 2022,True,Showroomprive.com,1
976,Bonjour les cartons sont déchirer une…,08 novembre 2022,True,Showroomprive.com,1
977,Bonjour j ai un soucis depuis aucunes…,21 octobre 2022,True,Showroomprive.com,1
978,Colis non expédié,10 novembre 2022,True,Showroomprive.com,1
979,Bougies arrivées cassées,09 novembre 2022,True,Showroomprive.com,1
980,Colis intact mais produit cassé,09 novembre 2022,True,Showroomprive.com,1
981,ATTENTION : RETOURS PAYANTS,10 novembre 2022,True,Showroomprive.com,1
982,Très déçu de ma 1ere commande chez eux…,10 novembre 2022,True,Showroomprive.com,1
983,Livraison fantôme,09 novembre 2022,True,Showroomprive.com,1
984,La housse de couette reçue ne ressemble…,07 novembre 2022,True,Showroomprive.com,1
985,J ai commandé 4 bagues et il y en a…,07 novembre 2022,True,Showroomprive.com,1
986,Deux fois des erreurs dans la commande,09 novembre 2022,True,Showroomprive.com,2
987,meubles mauvaise qualité à éviter,22 septembre 2022,True,Showroomprive.com,2
988,Suite à mon mécontentement concernant…,08 novembre 2022,True,Showroomprive.com,1
989,"Bonjour,",04 novembre 2022,True,Showroomprive.com,2
990,commande incomplète,07 novembre 2022,True,Showroomprive.com,1
991,Bonjour,05 novembre 2022,True,Showroomprive.com,1
992,BON D'ACHAT,31 octobre 2022,True,Showroomprive.com,1
993,Commande de 2 casques de ski bollé gris…,30 octobre 2022,True,Showroomprive.com,1
994,6.50 euros de frais de retour!,07 novembre 2022,True,Showroomprive.com,2
995,J'ai commandé une grande valise…,29 octobre 2022,True,Showroomprive.com,1
996,le colis était annoncé le 29.10,29 octobre 2022,True,Showroomprive.com,2
997,Catastrophique,30 octobre 2022,True,Showroomprive.com,1
998,Au niveau de la marchandise j'ai rien a…,03 novembre 2022,True,Showroomprive.com,2
999,Très déçu 😞,04 novembre 2022,True,Showroomprive.com,1
1000,SHOWROOM,07 novembre 2022,True,Showroomprive.com,1
1001,Lampadaire a fuir !!!!!!!,03 novembre 2022,True,Showroomprive.com,1
1002,Colis non récupéré,02 novembre 2022,True,Showroomprive.com,1
1003,commandé aujourd'hui plusieurs…,06 novembre 2022,True,Showroomprive.com,1
1004,Très très déçue de ma commande,26 octobre 2022,True,Showroomprive.com,1
1005,Totalement insatisfaite de l article,04 novembre 2022,True,Showroomprive.com,1
1006,Très moyen,04 novembre 2022,True,Showroomprive.com,2
1007,Déçue,04 novembre 2022,True,Showroomprive.com,2
1008,Je viens de faire une commande chez eux…,05 novembre 2022,True,Showroomprive.com,1
1009,Pas très satisfaite,28 octobre 2022,True,Showroomprive.com,1
1010,Les colis manquent de soin et de qualité ( emballés grossièrement!),16 octobre 2022,True,Showroomprive.com,2
1011,Un de mes produit était endommagé,06 novembre 2022,True,Showroomprive.com,1
1012,Colis très abîmé et le sac est très mal…,04 novembre 2022,True,Showroomprive.com,2
1013,Médiocre,20 octobre 2022,True,Showroomprive.com,1
1014,Deception,19 octobre 2022,True,Showroomprive.com,2
1015,Je commande des lunettes Guess à 39 €…,14 août 2022,True,Showroomprive.com,1
1016,La lampe est arrivée cassée,31 octobre 2022,True,Showroomprive.com,1
1017,Instructions et appli en anglais ou…,03 novembre 2022,True,Showroomprive.com,1
1018,Colis perdu ou introuvable doit…,24 octobre 2022,True,Showroomprive.com,1
1019,Site bas de gamme,29 octobre 2022,True,Showroomprive.com,1
1020,Franchement decu,05 octobre 2022,True,Showroomprive.com,1
1021,Les articles taillent vraiment très…,03 novembre 2022,True,Showroomprive.com,1
1022,Je n'ai pas été averti de la livraison…,02 novembre 2022,True,Showroomprive.com,1
1023,Vêtements de second choix,03 novembre 2022,True,Showroomprive.com,1
1024,La moitié de ma commande n’a pas été…,02 novembre 2022,True,Showroomprive.com,1
1025,Temps de livraison très decevant,28 septembre 2022,True,Showroomprive.com,1
1026,produit OK - livraison KO,29 octobre 2022,True,Showroomprive.com,2
1027,Très déçue,04 novembre 2022,True,Showroomprive.com,1
1028,Rediv !!!! On se moque des clients !,04 novembre 2022,True,Showroomprive.com,1
1029,Je vous déconseille de commander…,07 octobre 2022,True,Showroomprive.com,1
1030,J'ai pas reçu la couleur demandé,04 novembre 2022,True,Showroomprive.com,2
1031,La taille commandée n'est pas la même…,28 octobre 2022,True,Showroomprive.com,2
1032,Date de livraison non respectée,04 octobre 2022,True,Showroomprive.com,2
1033,A fuir !!!,02 novembre 2022,True,Showroomprive.com,1
1034,ne correspond pas à la photo…,29 octobre 2022,True,Showroomprive.com,1
1035,Très déçue !,28 octobre 2022,True,Showroomprive.com,1
1036,"Bonsoir, botte",01 novembre 2022,True,Showroomprive.com,1
1037,Emma showroom,02 novembre 2022,True,Showroomprive.com,2
