,Titre comment,Date de réponse,Reponse ou non,Liste peronnes,Nombre d'étoile
0,2 mois de delai avant livraison et le…,05 mars 2023,True,Showroomprive.com,1
1,Je n'ai pas reçu le bon d'achat de…,05 mars 2023,True,Showroomprive.com,1
2,Je n est pas encore récupéré ma commande elle est en transit je ne sais même pas où😠😠😠 ?,04 mars 2023,True,Showroomprive.com,1
3,Ma commande est confirmé et tout…,04 mars 2023,True,Showroomprive.com,2
4,Réponse du service client tard et mauvaise,04 mars 2023,True,Showroomprive.com,1
5,Impossible de me connecter à mon…,04 mars 2023,True,Showroomprive.com,1
6,Problème de taille,05 mars 2023,True,Showroomprive.com,2
7,DO NOT BUY JEWELLERY !,02 mars 2023,True,Showroomprive.com,1
8,Showroom privé escoqueries,20 février 2023,True,Showroomprive.com,1
9,Personne n'est capable de me dire où…,23 février 2023,True,Showroomprive.com,1
10,J'ai été taxé sur une même commande…,05 mars 2023,True,Showroomprive.com,1
11,Arnaque,28 février 2023,True,Showroomprive.com,1
12,N'importe quoi !!!,03 mars 2023,True,Showroomprive.com,1
13,Commande pas respectée ai commandé…,05 mars 2023,True,Showroomprive.com,1
14,achete 4 chaises gabriella chez bemvi…,27 février 2023,True,Showroomprive.com,1
15,Deuxième fois que je commande,04 mars 2023,True,Showroomprive.com,1
16,Dommage qu'on ne puisse pas mettre 0…,27 février 2023,True,Showroomprive.com,1
17,Le produit fourni n’est pas conforme à…,05 mars 2023,True,Showroomprive.com,1
18,Je n’ai jamais reçu ma commande,26 août 2022,True,Showroomprive.com,1
19,Commande en stock partiellement annulée,01 mars 2023,True,Showroomprive.com,2
20,L'article que j'ai reçu ne correspond pas à ma commande,02 mars 2023,True,Showroomprive.com,2
21,Très déçue de la dernière commande.,26 février 2023,True,Showroomprive.com,1
22,VENTE DE CONTREFAÇONS,28 février 2022,True,Showroomprive.com,1
23,Colis non reçu,04 mars 2023,True,Showroomprive.com,1
24,Même s’il s’agit d’un article…,05 mars 2023,True,Showroomprive.com,1
25,"Sa fait deux fois que l,on m,annule des…",04 mars 2023,True,Showroomprive.com,1
26,Commande horrible,02 mars 2023,True,Showroomprive.com,1
27,un bijou hors de prix et on dirait de…,04 mars 2023,True,Showroomprive.com,1
28,Bonjour,01 mars 2023,True,Showroomprive.com,1
29,Malheureusement un service colissimo…,24 février 2023,True,Showroomprive.com,1
30,Commande partiellement annulée sans en…,02 mars 2023,True,Showroomprive.com,1
31,bjr erreur sur la marchandise livrée et…,02 mars 2023,True,Showroomprive.com,1
32,Service après vente médiocre et les…,01 mars 2023,True,Showroomprive.com,1
33,Sur un des deux articles commandés,03 mars 2023,True,Showroomprive.com,2
34,Reçu t shirt troué,27 février 2023,True,Showroomprive.com,2
35,Déçue.,02 mars 2023,True,Showroomprive.com,1
36,déçue,01 mars 2023,True,Showroomprive.com,1
37,très déçue de ma commande chez…,27 février 2023,True,Showroomprive.com,2
38,Une commande garantie prévue pour la St…,03 mars 2023,True,Showroomprive.com,2
39,Le descriptif des produits est souvent…,02 mars 2023,True,Showroomprive.com,2
40,La livraison a été longue et quand l…,03 mars 2023,True,Showroomprive.com,1
41,regrets,01 mars 2023,True,Showroomprive.com,2
42,Et bien je n’ai pas reçu un des article…commande incomplète,27 février 2023,True,Showroomprive.com,1
43,Marque déconseillée,02 mars 2023,True,Showroomprive.com,2
44,le colis était ouvert et il manquait…,04 mars 2023,True,Showroomprive.com,2
45,2 articles commandés,24 février 2023,True,Showroomprive.com,2
46,Taille affiché sur le site ne…,27 février 2023,True,Showroomprive.com,2
47,Accusation d’escroquerie,28 février 2023,True,Showroomprive.com,1
48,Malheureusement un service colissimo…,24 février 2023,True,Showroomprive.com,1
49,Produit acheté en Septembre 2022…,27 octobre 2022,True,Showroomprive.com,1
50,Je n'ai jamais reçu mon colis,26 février 2023,True,Showroomprive.com,1
51,J'ai commandé 2 colliers,26 février 2023,True,Showroomprive.com,1
52,encore une commande partiellement…,27 février 2023,True,Showroomprive.com,1
53,Showroomprive c est fini !,11 octobre 2022,True,Showroomprive.com,1
54,Très déçue,26 février 2023,True,Showroomprive.com,1
55,2 commandes de suite passe sur…,26 février 2023,True,Showroomprive.com,1
56,L'article ne correspondait pas à celui commandé,26 février 2023,True,Showroomprive.com,1
57,Article reçu défectueux,25 février 2023,True,Showroomprive.com,1
58,délai très long..qualité décevante,25 février 2023,True,Showroomprive.com,2
59,Sur la photo un très joli pantalon,25 février 2023,True,Showroomprive.com,1
60,Une partie de ma commande est annulée…,25 février 2023,True,Showroomprive.com,1
61,"je ne commanderai plus jamais,qualité…",25 février 2023,True,Showroomprive.com,2
62,Sur mes 3 dernières commandes 3…,25 février 2023,True,Showroomprive.com,2
63,Commande de trois caleçons Calvin klein…,24 février 2023,True,Showroomprive.com,1
64,Abus envers le client client et trésorerie sur son compte . Ventes fantôme,25 février 2023,True,Showroomprive.com,1
65,Produit acheté en Septembre 2022…,25 septembre 2022,True,Showroomprive.com,1
66,Frais de retour Purement scandaleux,24 février 2023,True,Showroomprive.com,1
67,Infinity ne fonctionne plus sur toutes…,23 février 2023,True,Showroomprive.com,1
68,SAV inexistant/ erreurs de produits,15 février 2023,True,Showroomprive.com,1
69,Bonjour,23 février 2023,True,Showroomprive.com,1
70,Les colis ne sont pas livres dans le…,22 février 2023,True,Showroomprive.com,1
71,Commande incomplete,23 février 2023,True,Showroomprive.com,2
72,Déçue,23 février 2023,True,Showroomprive.com,2
73,Pas satisfaite,23 février 2023,True,Showroomprive.com,1
74,Un peu déçue de ma dernière commande,23 février 2023,True,Showroomprive.com,2
75,Le lieu du relais colis a été modifié,22 février 2023,True,Showroomprive.com,1
76,Produits entretien linge,22 février 2023,True,Showroomprive.com,2
77,Je ne suis pas contente,22 février 2023,True,Showroomprive.com,1
78,Commande nº278345447 annulee sans raison.,04 février 2023,True,Showroomprive.com,1
79,Sur 2 commandes je ne suis pas…,21 février 2023,True,Showroomprive.com,2
80,livrée les bons articles au personne…,21 février 2023,True,Showroomprive.com,1
81,Honteux!,20 février 2023,True,Showroomprive.com,1
82,Honteux et malhonnête.,08 janvier 2023,True,Showroomprive.com,1
83,Suite à une erreur d'adresse de…,19 février 2023,True,Showroomprive.com,1
84,Coli non réceptionné,19 février 2023,True,Showroomprive.com,1
85,délai de livraison lamentable,20 février 2023,True,Showroomprive.com,2
86,Pas la bonne couleur par rapport à la…,20 février 2023,True,Showroomprive.com,2
87,J ai acheté un lot de 3 cadres,20 février 2023,True,Showroomprive.com,1
88,Jai acheté un matelas EMMA avec 2…,05 décembre 2022,True,Showroomprive.com,1
89,Manteaux,18 février 2023,True,Showroomprive.com,1
90,J’ai reçu 2 bougies très bien emballées…,19 février 2023,True,Showroomprive.com,2
91,Absence de confirmation,20 février 2023,True,Showroomprive.com,1
92,Tout mes achats,19 février 2023,True,Showroomprive.com,1
93,Mauvaise expérience,19 février 2023,True,Showroomprive.com,1
94,"meuble en vrac, article manquant et notice en turc",19 février 2023,True,Showroomprive.com,1
95,Article avec des défauts et manque des…,19 février 2023,True,Showroomprive.com,2
96,Date de livraison pas respecté !,19 février 2023,True,Showroomprive.com,1
97,Commande livrée en retard et dans le…,19 février 2023,True,Showroomprive.com,1
98,Beaucoup de problèmes pour la livraison…,17 février 2023,True,Showroomprive.com,1
99,Aucune senteur très déçu,15 février 2023,True,Showroomprive.com,1
100,La veste en jeans a un bouton cassé,18 février 2023,True,Showroomprive.com,1
101,la reception est un peu longue et la…,18 février 2023,True,Showroomprive.com,1
102,La taille ne correspond pas du tout,18 février 2023,True,Showroomprive.com,2
103,Descriptif des articles incomplet,18 février 2023,True,Showroomprive.com,1
104,Déçu car aucun imprimé et coton!…,18 février 2023,True,Showroomprive.com,2
105,A chaque fois que je commande sur…,17 février 2023,True,Showroomprive.com,1
106,Produits de mauvaise qualité,15 février 2023,True,Showroomprive.com,1
107,Commande incomplète.,12 février 2023,True,Showroomprive.com,1
108,Cela fait plusieurs fois que je ne…,17 février 2023,True,Showroomprive.com,1
109,Pas satisfaite du tout,17 février 2023,True,Showroomprive.com,1
110,Le descriptif des produits n'est pas…,17 février 2023,True,Showroomprive.com,2
111,LA COMMANDE RECUE NE CORRESPOND…,17 février 2023,True,Showroomprive.com,1
112,Nul plus de 8 jours pour avoir une…,10 février 2023,True,Showroomprive.com,1
113,Catastrophique !!,16 février 2023,True,Showroomprive.com,1
114,Cette société travaille avec un…,16 février 2023,True,Showroomprive.com,1
115,Très mauvaise livraison. …,16 février 2023,True,Showroomprive.com,1
116,Commande incomplète,27 janvier 2023,True,Showroomprive.com,1
117,expérience catastrophique,16 février 2023,True,Showroomprive.com,1
118,Meuble avec des éléments cassés,16 février 2023,True,Showroomprive.com,1
119,Service Médiocre,16 février 2023,True,Showroomprive.com,1
120,la boîte en bois pour mouchoirs…,15 février 2023,True,Showroomprive.com,2
121,Très mauvaise qualité !! La livraison a été vraiment très très…,15 février 2023,True,Showroomprive.com,1
122,Bonnet ne correspond pas du tout à la…,15 février 2023,True,Showroomprive.com,1
123,arrivé avec beaucoup de retard,15 février 2023,True,Showroomprive.com,1
124,Commande mango,15 février 2023,True,Showroomprive.com,2
125,Trois points relais et je n'ai toujours…,15 février 2023,True,Showroomprive.com,1
126,J'ai passé une commande et je reçois juste un morceau,15 février 2023,True,Showroomprive.com,2
127,pas satisfaite du tout !,29 janvier 2023,True,Showroomprive.com,1
128,Bonjour,15 février 2023,True,Showroomprive.com,1
129,Augmentation des frais de…,12 février 2023,True,Showroomprive.com,1
130,m'a livré une valise d'une autre…,12 février 2023,True,Showroomprive.com,1
131,Encore un colis non reçu.,12 février 2023,True,Showroomprive.com,2
132,Bonjour,12 février 2023,True,Showroomprive.com,2
133,prix pas correct,12 février 2023,True,Showroomprive.com,1
134,Livraison en retard colis volumineux…,10 février 2023,True,Showroomprive.com,2
135,Je n'ai reçu qu'une partie de ma…,12 février 2023,True,Showroomprive.com,2
136,Sur 6 bold un malheureusement un était…,12 février 2023,True,Showroomprive.com,1
137,Déçu sa taille beaucoup trop grand et…,12 février 2023,True,Showroomprive.com,1
138,Pas du tout satisfait !!,12 février 2023,True,Showroomprive.com,1
139,Je n'ai pas reçu ce que j'avais commandé,10 février 2023,True,Showroomprive.com,1
140,VOLEURS,12 février 2023,True,Showroomprive.com,1
141,Objet non conforme à la photo du site Giovale,11 février 2023,True,Showroomprive.com,1
142,Commande livrée partiellement mais je…,11 février 2023,True,Showroomprive.com,1
143,Ma commande aurait dû arriver le 6…,11 février 2023,True,Showroomprive.com,1
144,Frais de livraison hors de prix!,11 février 2023,True,Showroomprive.com,1
145,Je suis cliente chez showroom privé…,11 février 2023,True,Showroomprive.com,1
146,taies d'oreillers,06 février 2023,True,Showroomprive.com,2
147,Mon colis est arrivé complément…,08 février 2023,True,Showroomprive.com,1
148,Article reçu en prix et taille inférieur à celui commande et paye..attends réponse Pour cette commande j'ai reçu un…,10 février 2023,True,Showroomprive.com,2
149,Très joli sac à main mais… impossible…,10 février 2023,True,Showroomprive.com,1
150,livraison 3 jours après la date prévue…,10 février 2023,True,Showroomprive.com,2
151,J'ai commandé une table basse il y…,10 février 2023,True,Showroomprive.com,1
152,Boîte en bois d'allumettes,10 février 2023,True,Showroomprive.com,2
153,Le produit reçu n'est pas conforme à…,10 février 2023,True,Showroomprive.com,1
154,Les frais de livraison sont une honte…,09 février 2023,True,Showroomprive.com,1
155,Le produit correspondait mais emballage laissant vraiment à désirer !,09 février 2023,True,Showroomprive.com,2
156,Vous avez annulé des produits juste…,09 février 2023,True,Showroomprive.com,1
157,SAV a deplorer,09 février 2023,True,Showroomprive.com,1
158,commande minoi design…,09 février 2023,True,Showroomprive.com,2
159,J'ai failli me faire avoir,02 février 2023,True,Showroomprive.com,1
160,Un service désastreux !,25 janvier 2023,True,Showroomprive.com,1
161,Trop Déçue,01 février 2023,True,Showroomprive.com,1
162,Déception sur toute la ligne,03 février 2023,True,Showroomprive.com,1
163,Marchandise non conforme à la commande,06 février 2023,True,Showroomprive.com,1
164,produit endommagé,04 février 2023,True,Showroomprive.com,1
165,Montre Hs,04 février 2023,True,Showroomprive.com,1
166,1 étoile car je ne pouvais n’en mettre…,02 février 2023,True,Showroomprive.com,1
167,LIT BED CORNER INCOMPLET,06 février 2023,True,Showroomprive.com,1
168,MAUVAISE EXPERIENCE AVEC ALIZEA,02 février 2023,True,Showroomprive.com,2
169,La description est fausse,03 février 2023,True,Showroomprive.com,1
170,Votre fournisseur c'est débarrassé des…,25 janvier 2023,True,Showroomprive.com,1
171,Envoi d’un produit au lieu de 3,03 février 2023,True,Showroomprive.com,2
172,Commande et Livraison,02 février 2023,True,Showroomprive.com,2
173,La livraison ok mais l'article est de…,03 février 2023,True,Showroomprive.com,2
174,Showroomprivé un site d'arnaque,04 février 2023,True,Showroomprive.com,1
175,Mécontentement,11 janvier 2023,True,Showroomprive.com,1
176,Fausse promotion Je commande 2 valises à 50 % je n’en…,01 février 2023,True,Showroomprive.com,1
177,Vraiment déçu reçu qu'un article sur 2,02 février 2023,True,Showroomprive.com,2
178,Bijoux commandé ne ressemble pas du…,09 janvier 2023,True,Showroomprive.com,1
179,Une honte,01 février 2023,True,Showroomprive.com,2
180,Vente meuble avec photos trompeuses,03 février 2023,True,Showroomprive.com,2
181,le produit livré est gris alors qu'il…,02 février 2023,True,Showroomprive.com,1
182,La moitié de ma commande annulée et ce…,02 février 2023,True,Showroomprive.com,1
183,Produit reçu cassé,27 janvier 2023,True,Showroomprive.com,1
184,je suis toujours en attente de mon colis,13 janvier 2023,True,Showroomprive.com,1
185,J’ai demandé un point retrait près de…,30 janvier 2023,True,Showroomprive.com,2
186,Plus que décevant !,30 janvier 2023,True,Showroomprive.com,1
187,J'ai un doute sur l'origine des…,30 janvier 2023,True,Showroomprive.com,1
188,La commande n’est pas du tout de la…,31 janvier 2023,True,Showroomprive.com,1
189,L’article reconditionné acheté,06 janvier 2023,True,Showroomprive.com,1
190,Pack vendu comme un Geberit mais d’une…,31 janvier 2023,True,Showroomprive.com,1
191,J’ai commandé sur Showroomprive un…,24 janvier 2023,True,Showroomprive.com,1
192,Mauvaise taille,30 janvier 2023,True,Showroomprive.com,1
193,Vêtements de mauvaises qualités.,31 janvier 2023,True,Showroomprive.com,1
194,Le service après-vente de Showroomprive…,31 janvier 2023,True,Showroomprive.com,1
195,Une catastrophe,09 décembre 2022,True,Showroomprive.com,1
196,La couleur ne correspond pas à celle…,03 janvier 2023,True,Showroomprive.com,2
197,Manque 1 article dans ma commande,27 janvier 2023,True,Showroomprive.com,1
198,colis endommagé,28 janvier 2023,True,Showroomprive.com,1
199,La qualité du produit est décevante,30 janvier 2023,True,Showroomprive.com,2
200,Colis non reçu malgré un avis d’envoi…,30 janvier 2023,True,Showroomprive.com,2
201,un de mes plats en verre commandés est…,28 janvier 2023,True,Showroomprive.com,2
202,Je commande sur une vente adidas le…,28 janvier 2023,True,Showroomprive.com,1
203,Rapidité d’envoi mais erreur dans la…,27 janvier 2023,True,Showroomprive.com,2
204,La paire de basket en taille 42 ne va…,19 janvier 2023,True,Showroomprive.com,1
205,Service Client minable.,30 janvier 2023,True,Showroomprive.com,1
206,J'avais passé commande pour une montre…,23 janvier 2023,True,Showroomprive.com,2
207,Je suis vraiment déçu,27 janvier 2023,True,Showroomprive.com,2
208,Commande non honorée,07 janvier 2023,True,Showroomprive.com,1
209,je suis très deçue de ma commande,27 janvier 2023,True,Showroomprive.com,1
210,A revoir la protection et les accessoires!,27 janvier 2023,True,Showroomprive.com,1
211,Déçu des délais de livraison trop long,04 janvier 2023,True,Showroomprive.com,2
212,Mal livré déçu,25 janvier 2023,True,Showroomprive.com,1
213,Le prix par rapport à d'autres sites.,29 janvier 2023,True,Showroomprive.com,2
214,Produit défectueux,27 janvier 2023,True,Showroomprive.com,2
215,Livraison partielle inadmissible,28 janvier 2023,True,Showroomprive.com,1
216,décevant,29 janvier 2022,True,Showroomprive.com,1
217,Commande annulée,29 janvier 2023,True,Showroomprive.com,1
218,La couleur de la robe était jaune…,27 janvier 2023,True,Showroomprive.com,1
219,Service livraison déplorable !,26 janvier 2023,True,Showroomprive.com,2
220,L’une des deux bougie est arrivée…,25 janvier 2023,True,Showroomprive.com,1
221,Livraison défaillante,26 janvier 2023,True,Showroomprive.com,2
222,Articles pas très solides,25 janvier 2023,True,Showroomprive.com,1
223,J'ai cru faire une bonne affaire en…,28 janvier 2023,True,Showroomprive.com,1
224,J'attends toujours le retour de show…,19 janvier 2023,True,Showroomprive.com,1
225,Très déçu par les derniers articles…,20 décembre 2022,True,Showroomprive.com,1
226,Déçue de ma commande Haircare club,25 janvier 2023,True,Showroomprive.com,1
227,Commande incomplète,25 janvier 2023,True,Showroomprive.com,1
228,Le sac acheté a été tassé dans notre…,27 janvier 2023,True,Showroomprive.com,1
229,Livraison disparue en point relai,14 janvier 2023,True,Showroomprive.com,1
230,Article de contre façon.c’est pas…,27 janvier 2023,True,Showroomprive.com,1
231,Je suis déçue car un article manquait.,27 janvier 2023,True,Showroomprive.com,2
232,Le produit commandé n’a pas été livré.,27 janvier 2023,True,Showroomprive.com,2
233,Délai long pour la livraison que je n ai pas reçu. Le livreur n a pas appelé ni sonner. Rien dans la boîte aux lettres. Enquête en cours.,27 janvier 2023,True,Showroomprive.com,1
234,Déception sur l'article réceptionné,13 janvier 2023,True,Showroomprive.com,1
235,commande jamais reçue....,17 janvier 2023,True,Showroomprive.com,1
236,J'ai commandé des couteau de marque…,27 janvier 2023,True,Showroomprive.com,1
237,déçue au fil du temps..,27 janvier 2023,True,Showroomprive.com,2
238,Aucune réaction plus d'un mois après une réclamation!,21 décembre 2022,True,Showroomprive.com,1
239,Très déçue par les articles,24 janvier 2023,True,Showroomprive.com,2
240,Problème non règle,26 janvier 2023,True,Showroomprive.com,1
241,La livraison,26 janvier 2023,True,Showroomprive.com,2
242,Je n ai pas reçu la totalité de ma…,23 janvier 2023,True,Showroomprive.com,1
243,La dernière fois que j'ai acheté des…,06 janvier 2023,True,Showroomprive.com,2
244,Remboursement,06 janvier 2023,True,Showroomprive.com,2
245,J’ai adressé plusieurs mails au service…,21 janvier 2023,True,Showroomprive.com,1
246,Mécontent,10 janvier 2023,True,Showroomprive.com,1
247,Bonjour,25 janvier 2023,True,Showroomprive.com,2
248,Il me manque un article sur les deux…,20 janvier 2023,True,Showroomprive.com,2
249,Commande validée mais reçu qu'un…,21 décembre 2022,True,Showroomprive.com,1
250,2 commandes / 2 mois / 2 erreurs !,24 janvier 2023,True,Showroomprive.com,2
251,Je déconseille fortement ce site !!!,24 janvier 2023,True,Showroomprive.com,1
252,Inadmissible,24 janvier 2023,True,Showroomprive.com,1
253,vente d articles non disponibles,03 janvier 2023,True,Showroomprive.com,1
254,Promesse non tenue,24 janvier 2023,True,Showroomprive.com,2
255,Décevant,16 janvier 2023,True,Showroomprive.com,1
256,il y avait un article indisponible et…,16 janvier 2023,True,Showroomprive.com,2
257,Déception de l'état du colis,21 janvier 2023,True,Showroomprive.com,1
258,sac commandé minuscule !!!!,23 janvier 2023,True,Showroomprive.com,1
259,Mauvais étiquetage et donc le produit…,21 janvier 2023,True,Showroomprive.com,2
260,Commande de 4 tee shirt et reçu que 2,21 janvier 2023,True,Showroomprive.com,1
261,Diffuseur sèche cheveux universel,20 janvier 2023,True,Showroomprive.com,2
262,pas satisfait,23 janvier 2023,True,Showroomprive.com,2
263,Arnaque,18 janvier 2023,True,Showroomprive.com,2
264,Produit reçu cassé (BO),06 janvier 2023,True,Showroomprive.com,2
265,Je viens de recevoir une boucles…,20 janvier 2023,True,Showroomprive.com,1
266,La livraison devait être faite le 17/1…,16 janvier 2023,True,Showroomprive.com,1
267,Une des boucles d'oreille était cassée,21 janvier 2023,True,Showroomprive.com,2
268,J’ai fait une réclamation dont je n’ai…,12 janvier 2023,True,Showroomprive.com,1
269,Photo de non contractuelle.,20 janvier 2023,True,Showroomprive.com,1
270,Déçue du produit commande pas du tout…,21 janvier 2023,True,Showroomprive.com,1
271,Il me manquait un article.,20 janvier 2023,True,Showroomprive.com,1
272,Chaussures en daim au lieu d' un cuir…,18 janvier 2023,True,Showroomprive.com,2
273,Site vraiment très très nul,21 janvier 2023,True,Showroomprive.com,1
274,achat,04 janvier 2023,True,Showroomprive.com,2
275,Je n'ai toujours pas reçu ma commande…,21 janvier 2023,True,Showroomprive.com,1
276,"Déçue, qualité médiocre",10 janvier 2023,True,Showroomprive.com,1
277,Cosmétique,19 janvier 2023,True,Showroomprive.com,2
278,J'ai commandé 2 articles fin décembre…,19 janvier 2023,True,Showroomprive.com,1
279,Colis perdu date de livraison prévu le…,18 janvier 2023,True,Showroomprive.com,1
280,vaisselle cassées,20 janvier 2023,True,Showroomprive.com,2
281,retenue sur les retours,03 janvier 2023,True,Showroomprive.com,2
282,Quelle déception...,19 janvier 2023,True,Showroomprive.com,1
283,LA LIVRAISON A ETE MODIFIEE PAR LA…,30 décembre 2022,True,Showroomprive.com,1
284,Nouvelle déception…,16 janvier 2023,True,Showroomprive.com,1
285,Table de jardin très légère de basse…,05 janvier 2023,True,Showroomprive.com,2
286,La commande qui n'arrive pas perdu les…,05 janvier 2023,True,Showroomprive.com,2
287,J'ai reçu ma commande rapidement mais…,17 janvier 2023,True,Showroomprive.com,1
288,Délai d'envoi beaucoup trop long,18 janvier 2023,True,Showroomprive.com,2
289,Colis mal emballé,12 janvier 2023,True,Showroomprive.com,2
290,Les photos de la vente étaient très trompeuses …,04 janvier 2023,True,Showroomprive.com,2
291,Service client inexistant. Produit médiocre,11 janvier 2023,True,Showroomprive.com,2
292,Il y avait un antivol sur un des…,10 janvier 2023,True,Showroomprive.com,1
293,J ai retourné un produit il y a 3 mois…,17 octobre 2022,True,Showroomprive.com,1
294,Remboursement,03 novembre 2022,True,Showroomprive.com,1
295,Meuble de très mauvaise qualité,14 janvier 2023,True,Showroomprive.com,1
296,Fuyez se site je voulais acheté des…,12 janvier 2023,True,Showroomprive.com,1
297,En attente de litige,04 janvier 2023,True,Showroomprive.com,1
298,A fuir !,09 janvier 2023,True,Showroomprive.com,1
299,Si les conseillers font de leur mieux,14 janvier 2023,True,Showroomprive.com,1
300,l article reçu ne correspond pas à…,06 janvier 2023,True,Showroomprive.com,1
301,Le produit est décevant .Les finitions…,02 janvier 2023,True,Showroomprive.com,1
302,Livraison partielle,03 janvier 2023,True,Showroomprive.com,1
303,Couleur,13 janvier 2023,True,Showroomprive.com,1
304,deceptions,10 janvier 2023,True,Showroomprive.com,1
305,Aucune amélioration,13 janvier 2023,True,Showroomprive.com,2
306,Déçue,14 janvier 2023,True,Showroomprive.com,2
307,Je retourne 3 articles sur 4,13 janvier 2023,True,Showroomprive.com,2
308,Culotte qui taille beaucoup trop petit,14 janvier 2023,True,Showroomprive.com,1
309,j'ai commandé un abri jardin la…,12 janvier 2023,True,Showroomprive.com,1
310,Cela fait des années que je commande…,15 janvier 2023,True,Showroomprive.com,1
311,Annulation de bon cadeau et d une partie de ma commande,13 janvier 2023,True,Showroomprive.com,1
312,Pile à HS à l arrivée,15 janvier 2023,True,Showroomprive.com,1
313,Produit arrivé cassé,13 janvier 2023,True,Showroomprive.com,1
314,Description et images trompeuses,13 janvier 2023,True,Showroomprive.com,2
315,Je n'ai pas reçu le bon produit que…,12 janvier 2023,True,Showroomprive.com,1
316,Je suis toujours en attente du 2eme…,02 janvier 2023,True,Showroomprive.com,1
317,Pas très content!,12 janvier 2023,True,Showroomprive.com,1
318,Du vécu avec Showroomprive…,13 janvier 2023,True,Showroomprive.com,1
319,Les dimensions de la couette (220 x240…,06 janvier 2023,True,Showroomprive.com,1
320,Mauvaise surprise,11 janvier 2023,True,Showroomprive.com,2
321,Mauvaise finition...mauvais rendu,10 janvier 2023,True,Showroomprive.com,2
322,Des années que j'achète sur showroom…,25 décembre 2022,True,Showroomprive.com,1
323,Commande non reçue,06 janvier 2023,True,Showroomprive.com,1
324,Vraiment nul,12 janvier 2023,True,Showroomprive.com,1
325,colis considéré comme livré,10 janvier 2023,True,Showroomprive.com,1
326,"Le produit est arrivé cassé,",09 janvier 2023,True,Showroomprive.com,2
327,Mauvaise qualité,26 décembre 2022,True,Showroomprive.com,1
328,tromperie sur la marque,14 décembre 2022,True,Showroomprive.com,1
329,A éviter ! Qualité médiocre,12 janvier 2023,True,Showroomprive.com,1
330,Article manquant,07 janvier 2023,True,Showroomprive.com,2
331,Montre Apple Watch 6,04 janvier 2023,True,Showroomprive.com,2
332,Déçue,11 janvier 2023,True,Showroomprive.com,2
333,Colis non reçu,12 décembre 2022,True,Showroomprive.com,1
334,pas content de votre aide,10 janvier 2023,True,Showroomprive.com,1
335,Ma pire expérience client …,16 décembre 2022,True,Showroomprive.com,1
336,Pas sérieux,09 janvier 2023,True,Showroomprive.com,2
337,Comment pouvez vous confirmer que les…,03 décembre 2022,True,Showroomprive.com,1
338,"Ne livre pas les commandes, annulation sans explication.",10 janvier 2023,True,Showroomprive.com,1
339,Annonce mensongère Showroomprivé,30 décembre 2022,True,Showroomprive.com,1
340,Site pas sérieux,09 janvier 2023,True,Showroomprive.com,1
341,Les écouteurs commandés ne sont pas…,05 janvier 2023,True,Showroomprive.com,1
342,Je n ai pas reçu ma commande et je n’ai…,07 janvier 2023,True,Showroomprive.com,1
343,pas reçu le bon produit,09 janvier 2023,True,Showroomprive.com,1
344,1 sur 2 écu,02 janvier 2023,True,Showroomprive.com,1
345,Showroom privé : bienvenue en abdurdistan !,06 janvier 2023,True,Showroomprive.com,1
346,Je n ai jamais reçu mon colis indiquer…,06 janvier 2023,True,Showroomprive.com,1
347,Article trop petit pour une taille S/M.,06 janvier 2023,True,Showroomprive.com,1
348,Défauts sur l'article,06 janvier 2023,True,Showroomprive.com,1
349,Déçu d’avoir reçu l’appareil hors délai…,04 janvier 2023,True,Showroomprive.com,1
350,Aucun problème pour la livraison,06 janvier 2023,True,Showroomprive.com,1
351,Jamais eu mon tapis!!!,08 janvier 2023,True,Showroomprive.com,1
352,Produit non conforme à la photo très…,02 janvier 2023,True,Showroomprive.com,1
353,Les tailles sont trop petites,08 janvier 2023,True,Showroomprive.com,1
354,La moitié de ma commande a été annulée,05 janvier 2023,True,Showroomprive.com,1
355,Beaucoup d'erreur dans les commandes,18 juin 2022,True,Showroomprive.com,1
356,Quand tu attends ta commande et que tu reçois… ça !,05 janvier 2023,True,Showroomprive.com,1
357,"Colis très mal emballé, mauvais rapport qualité/prix",05 janvier 2023,True,Showroomprive.com,2
358,Le colis est arrivé dans un autre point…,05 janvier 2023,True,Showroomprive.com,1
359,Déçue,02 janvier 2023,True,Showroomprive.com,1
360,Déception,04 janvier 2023,True,Showroomprive.com,2
361,Un mauvais point relais,04 janvier 2023,True,Showroomprive.com,2
362,C’e n’est pas le produit que…,04 janvier 2023,True,Showroomprive.com,1
363,Article taille trop mal blouson trop…,05 janvier 2023,True,Showroomprive.com,1
364,Produit conforme.,04 janvier 2023,True,Showroomprive.com,2
365,Paiement compliqué,04 janvier 2023,True,Showroomprive.com,2
366,Nulle commande pas arrivée dans le bon…,04 janvier 2023,True,Showroomprive.com,1
367,La livraison une catastrophe,29 décembre 2022,True,Showroomprive.com,2
368,ma commande a été annulée de moitié et…,03 janvier 2023,True,Showroomprive.com,1
369,J’avais 2 commandes en attente dont une…,04 janvier 2023,True,Showroomprive.com,1
370,Mon colis est arrivé avec près de 3…,20 novembre 2022,True,Showroomprive.com,2
371,Commande retour a l'expediteur,06 janvier 2023,True,Showroomprive.com,1
372,Livraison de commande dans un point relais à 300km de chez moi,05 janvier 2023,True,Showroomprive.com,1
373,Un pantalon a le bouton cassé,03 janvier 2023,True,Showroomprive.com,1
374,Il manque un article dans ma commande,02 janvier 2023,True,Showroomprive.com,2
